VandyHacks,"Nashville, TN",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/467/thumb/52d431a3dbc4-Splash.png?1475074427,"36.1622296, -86.7743531"
HackPSU,"State College, PA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/446/thumb/4fe2f305a771-hackpsuSPLASH.png?1473344393,"40.78791245, -77.8538859448932"
HackRPI,"Troy, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/438/thumb/hackrpi_background.png?1473198270,"42.7284117, -73.6917851"
MLH Prime: Southwest,"Austin, TX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/454/thumb/mlh-wesbite-splash-2.jpg?1473862926,"30.2711286, -97.7436995"
MxHacks IV,"Santa Fe, MX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/450/thumb/212ff59d0b78-300_x_300.png?1473692103,"20.5262746, -103.0845072"
TecmiHacks,"Monterrey, MX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/448/thumb/screencapture-tecmihacks-1473444565042.png?1473444655,"25.63978365, -100.293101629066"
WildHacks ,"Evanston, IL ",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/433/thumb/d35a80928d40-mlh.png?1472967957,"42.0447388, -87.6930459"
Def Hacks() NY,"New York, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/527/thumb/def300.png?1478290702,"40.7306458, -73.9866136"
HackDuke: Code For Good,"Durham, NC",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/468/thumb/79ea9123b5d3-duke.png?1475160234,"35.9966551, -78.9018115"
The Lady Hacks,"Toronto, ON",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/493/thumb/14958115_618055635033957_1798768685_o.jpg?1478097768,"43.653963, -79.387207"
Creative Hack,"Nezahualcóyotl, MX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/537/thumb/unam_splash.jpg?1479402907,"19.4325047, -99.0352120927592"
LehighHacks,"Bethlehem, PA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/485/thumb/intro-bg.jpg?1476729835,"-1.45056, -48.4682453"
Hack the Valley,"Toronto, ON",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/556/thumb/hack_the_valley_splash.png?1481580684,"43.653963, -79.387207"
Hack Arizona,"Tucson, AZ",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/539/thumb/hack_arizona_splash.jpg?1479487969,"32.2218917, -110.9262353"
Def Hacks Seattle,"Seattle, WA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/567/thumb/defhacks_splash.jpg?1482338138,"47.6038321, -122.3300624"
HackFRee,"Manalapan, NJ",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/494/thumb/-tb0423m.jpg20140424.jpg?1478114449,"40.2852895, -74.333495"
Ünçömmön Ha¢ks,"Chicago, IL",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/475/thumb/66ae97867ceb-mlh_300x300.png?1475968961,"41.8755546, -87.6244212"
Boilermake,"West Lafayette, IN",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/577/thumb/c135bcebaba8-mlh_cover.png?1483544000,"40.4258686, -86.9080655"
Hack UCSC,"Santa Cruz, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/542/thumb/ucsc_back.jpeg?1479854062,"36.974201, -122.0297182"
SB Hacks ,"Santa Barbara, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/492/thumb/f62b8e1185de-cover_mlh.png?1478048314,"34.4221319, -119.7026673"
SpartaHack 2017,"East Lansing, MI",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/529/thumb/sparta_splash.png?1479237472,"42.7355416, -84.4852469"
SwampHacks,"Gainesville, FL",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/555/thumb/SHSocialMedia_splash.png?1481319554,"29.6519396, -82.3249961"
UofTHacks,"Toronto, ON",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/545/thumb/45480544e69a-300.png?1480363233,"43.653963, -79.387207"
ConUHacks,"Montreal, QC",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/530/thumb/conu_splash.png?1479238162,"45.4972159, -73.6103642"
HackDavis,"Davis, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/535/thumb/hackdavis_splash.png?1479316986,"38.545379, -121.7445835"
Fashion/Tech Hackathon,"Kent, OH",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/562/thumb/fashion_logo_background.png?1481663941,"41.1536674, -81.357886"
DeltaHacks,"Hamilton, ON",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/549/thumb/deltahacks_splash.png?1480731660,"43.255205, -79.868202"
Devil Hack,"Gurnee, IL",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/559/thumb/devilhack_splash.jpg?1481582397,"42.3702996, -87.9020186"
HackED 2017,"Edmonton, AB",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/563/thumb/1e2233cbf3c5-300x300_mlh.jpg?1481826751,"53.535411, -113.507996"
MinneHack,"Minneapolis, MN",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/412/thumb/background.jpg?1471538085,"44.9772995, -93.2654692"
QHacks,"Kingston, ON",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/551/thumb/qhacks_splash.png?1480784638,"44.230687, -76.481323"
Hackatown,"Montreal, QC",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/441/thumb/e59cf3b721c3-hackatown_mtl_splash.jpeg?1473259860,"45.4972159, -73.6103642"
Los Altos Hacks II,"Los Altos, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/593/thumb/los_altos_splash.jpg?1484690132,"37.3790629, -122.116578"
ProfHacks,"Glassboro, NJ",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/552/thumb/ph1920_1080_linear-01.png?1481047072,"39.7027677, -75.1119434"
HackMerced,"Merced, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/554/thumb/0decfb6d3b7c-share.png?1481140487,"37.3029568, -120.4843269"
SteelHacks 2017,"Pittsburgh, PA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/581/thumb/steel_splash.jpg?1483633287,"40.4416941, -79.9900861"
BrickHack,"Rochester, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/490/thumb/4fda8f7fb8ec-mlh_splash.jpg?1477499025,"43.157285, -77.615214"
Disrupt the District,"Washington, DC",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/553/thumb/district_splash.png?1481043777,"38.8949549, -77.0366456"
HackPoly,"Pomona, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/557/thumb/e0ad3cd7e039-12715932_1102507196435951_241979435034942136_o.jpg?1481581603,"34.0553813, -117.7517496"
PearlHacks,"Chapel Hill, NC",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/570/thumb/15697083_10208227817994936_275320856_o.png?1482525950,"35.9131515, -79.0557807"
WHACK,"Wellesley, MA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/583/thumb/whack_splash.png?1483976157,"42.2964859, -71.2925571"
DandyHacks,"Rochester, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/531/thumb/dandyhacks.JPG?1479833331,"43.157285, -77.615214"
HackFSU,"Tallahassee, FL",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/608/thumb/fsu_splash.jpg?1485903867,"30.4380832, -84.2809332"
HackNYU,"New York, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/566/thumb/nyu_splash.png?1482252354,"40.7306458, -73.9866136"
HackYSU,"Youngstown, OH",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/578/thumb/ysu_background.png?1483548448,"41.1035786, -80.6520161"
HopHacks,"Baltimore, MD",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/605/thumb/hophacks_splash.png?1485814481,"39.2908816, -76.610759"
TreeHacks,"Stanford, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/631/thumb/48d92ac4f593-TreeHacks_Cover.png?1487089283,"37.4248398, -122.1677058"
VTHacks,"Blacksburg, VA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/600/thumb/0d65185e5bdb-16144262_10212191713814843_1709534968_n.png?1485792301,"37.2296566, -80.4136767"
HackHERS,"New Brunswick, NJ",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/589/thumb/hack_hers_splash.png?1484242784,"40.4862174, -74.4518173"
JHacks,"College Park, MD",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/573/thumb/jhacks_splash.jpg?1483039403,"38.980666, -76.9369189"
MadHacks,"Madison, WI",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/597/thumb/MADHACKS_SPLASH.jpg?1485372964,"43.074761, -89.3837613"
DerbyHacks,"Louisville, KY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/482/thumb/6ff4f4ecec83-Splash.png?1476474878,"38.2542376, -85.759407"
HackISU,"Ames, IA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/582/thumb/isu_splash.jpg?1483975815,"42.0267703, -93.6170554"
MangoHacks,"Miami, FL",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/618/thumb/691470f02566-hero1.jpg?1486402707,"25.7742658, -80.1936589"
Winter WonderHack,"Houghton, MI",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/643/thumb/winterwonderhack_splash.jpg?1487781623,"46.8591287, -88.7774734"
Desert Hacks,"Phoenix, AZ",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/477/thumb/e4ffb9de43fe-MLH_300x300px.png?1476111618,"33.4485866, -112.0773456"
HackBU,"Binghamton, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/586/thumb/hackbu_splash.jpg?1484174635,"42.096968, -75.914341"
HackTCNJ,"Ewing, NJ",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/637/thumb/4489e1bf3db1-splashSquare.png?1487202018,"40.2688105, -74.8006895"
T9Hacks,"Boulder, CO",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/538/thumb/t9_splash.png?1479403800,"40.0149856, -105.2705456"
WiCHacks,"Rochester, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/484/thumb/bda18de117a2a07ece5c6f5d9a76dcf9.jpg?1476728604,"43.157285, -77.615214"
Hacktech,"Pasadena, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/541/thumb/mlhsquare.png?1483460201,"34.1476452, -118.1444779"
StartHacks,"Waterloo, ON",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/613/thumb/lhacks_splash.png?1485977619,"43.466874, -80.524635"
CUHacking,"Ottawa, ON",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/533/thumb/cu_hacking_splash.jpg?1479246430,"45.421106, -75.690308"
Hack Potsdam,"Potsdam, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/561/thumb/potsdam_splash.jpg?1481649852,"44.6697996, -74.9813349"
Hack Ridge,"Park Ridge, IL",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/632/thumb/6bfbbfdbf08a-cafe_final.png?1487091897,"42.0111412, -87.8406192"
HackUTD,"Richardson, TX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/601/thumb/b3341e256a82-atec.jpg?1485798440,"32.9481789, -96.7297206"
<Hack> puebla,"Puebla, MX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/634/thumb/puebla_logo.jpg?1487196722,"18.833333, -98.0"
SWHacks,"Tempe, AZ",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/595/thumb/3846874c8157-MLH_image_300.png?1484939646,"33.4144139, -111.9094474"
Guelph Hacks,"Guelph, ON",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/627/thumb/guelph_splash.png?1486672094,"43.546557, -80.249977"
HackUVic,"Victoria, BC",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/591/thumb/victoria_plsash.jpg?1484248864,"48.429201, -123.365479"
StarterHacks,"Waterloo, ON",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/623/thumb/starterhacks_splash.png?1486582691,"43.466874, -80.524635"
MenloHacks II,"Atherton, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/580/thumb/menlosplash.png?1483552464,"37.4613272, -122.197743"
RU Hacks,"Toronto, ON",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/622/thumb/ruhacks_splash.png?1486573836,"43.653963, -79.387207"
nwHacks,"Vancouver, BC",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/544/thumb/a7d0f298d8d4-nwhacks_cover_photo_ubc.jpg?1479919460,"49.262428, -123.11554"
SF Hacks,"San Francisco, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/572/thumb/sfhacks_splash.png?1482939595,"37.7792808, -122.4192363"
eHacks,"St. Louis, MO",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/648/thumb/ehacks_splash.jpg?1488404954,"38.6272733, -90.1978889"
MHacks 9,"Ann Arbor, MI",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/638/thumb/1d7556b84be8-mlhPromotion_09.png?1487697574,"42.2681569, -83.7312291"
CrimsonHacks,"Tuscaloosa, AL",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/534/thumb/CrimsonHacks_Splash.png?1479316557,"33.2668398, -87.4862182"
hackBCA,"Hackensack, NJ",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/547/thumb/hackbca_splash.JPG?1480697758,"40.8859326, -74.0434736"
Hack Emory V,"Atlanta, GA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/651/thumb/d73df7e471c2-300_x_300_px.png?1488562133,"33.7490987, -84.3901849"
HackTJ,"Alexandria, VA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/558/thumb/hacktj_splash.png?1481581639,"38.8051095, -77.0470229"
Hack.UVA,"Charlottesville, VA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/645/thumb/uva_splash.jpg?1488403409,"38.029306, -78.4766781"
HSHacks,"Fremont, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/546/thumb/hshacks_splash.jpg?1480545244,"37.5482697, -121.9885719"
PolyHacks,"Lakeland, FL",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/630/thumb/d735ddd88cb1-splash300x300.png?1487004545,"28.0394654, -81.9498042"
RoboHacks,"Montréal, QC",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/606/thumb/d6d01b7ba70c-mcgill.jpg?1485883955,"45.4972159, -73.6103642"
WiseHacks,"Abingdon, VA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/491/thumb/HEC300x300.fw.png?1477507023,"36.7095788, -81.9774878"
HackGSU,"Atlanta, GA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/569/thumb/hackgsu_splash.jpg?1482342028,"33.7490987, -84.3901849"
HackPrinceton,"Princeton, NJ",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/596/thumb/40e4879bc5b1-hp_cover_300.png?1485185286,"40.3492744, -74.6592958"
TribeHacks,"Williamsburg, VA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/564/thumb/4bdb788fd031-Wren_Building_at_Night.png?1482077901,"37.2708788, -76.7074042"
HackKean,"Union, NJ",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/639/thumb/HackKean_Splash.png?1487712433,"40.6652251, -74.3045277"
MasseyHacks III,"Windsor, ON",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/575/thumb/massey_background.png?1483459951,"42.30423, -83.029861"
PolyHack,"Monterrey, MX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/609/thumb/polyhack_splash.png?1485970434,"25.63978365, -100.293101629066"
sudo HackStetson II,"DeLand, FL",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/607/thumb/43772cb08cea-sudo_cover.png?1485898665,"29.0283213, -81.3031098"
Bitcamp,"College Park, MD",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/621/thumb/af1346f858b3-Screen_Shot_2017_01_24_at_2.13.48_PM.png?1486573669,"38.980666, -76.9369189"
BuildHer,"Evanston, IL",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/635/thumb/buildher_splash.jpg?1487197096,"42.0447388, -87.6930459"
